feature_set,model,params,fold,mse,rmse,mae,epochs_run
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",2,0.08068045228719711,0.2840430465390715,0.2142743170261383,596
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",3,0.11923591792583466,0.3453055428542013,0.25425049662590027,511
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",4,0.10640620440244675,0.32619963887540826,0.23947833478450775,839
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",5,0.1074664294719696,0.3278207276423649,0.22442947328090668,802
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",1,0.051790956407785416,0.2275762650361092,0.16531939804553986,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",2,0.06996583938598633,0.2645105657360143,0.19693993031978607,293
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",3,0.13931478559970856,0.3732489592747829,0.2792492210865021,151
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",4,0.09276272356510162,0.30456973514304014,0.22208890318870544,195
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(32, 16);learning_rate_init=0.003",5,0.10474159568548203,0.32363806278848295,0.22577451169490814,279
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",1,0.09391763061285019,0.30645983523595743,0.2198447734117508,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",2,0.07578093558549881,0.27528337324564084,0.2004227489233017,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",3,0.10260738432407379,0.32032387410880536,0.2288125604391098,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",4,0.07144062221050262,0.26728378591022434,0.19744764268398285,274
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(64, 32);learning_rate_init=0.001",5,0.1240798681974411,0.3522497241978212,0.25575804710388184,295
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",1,0.06992188841104507,0.2644274728749739,0.19258852303028107,609
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",2,0.056696899235248566,0.23811110691282036,0.17645640671253204,435
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",3,0.09077048301696777,0.30128140171103784,0.2306855022907257,219
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",4,0.06986137479543686,0.2643130242637257,0.19452828168869019,198
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.001;hidden_layer_sizes=(64, 32);learning_rate_init=0.003",5,0.10583055019378662,0.3253160773675144,0.23086224496364594,166
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(16,);learning_rate_init=0.001",1,0.07850601524114609,0.28018924897494923,0.21207693219184875,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(16,);learning_rate_init=0.001",2,0.05969204008579254,0.24431954503435158,0.17634890973567963,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(16,);learning_rate_init=0.001",3,0.07651320099830627,0.27661019684441546,0.20026452839374542,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(16,);learning_rate_init=0.001",4,0.06676551699638367,0.258390241681809,0.18673987686634064,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(16,);learning_rate_init=0.001",5,0.05583266541361809,0.23628936796567485,0.15778346359729767,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(16,);learning_rate_init=0.003",1,0.07582570612430573,0.2753646784253669,0.20665530860424042,686
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(16,);learning_rate_init=0.003",2,0.04917604476213455,0.22175672427715593,0.16364526748657227,639
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(16,);learning_rate_init=0.003",3,0.05136754736304283,0.22664409845183003,0.1680310219526291,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(16,);learning_rate_init=0.003",4,0.05008113384246826,0.22378814499983743,0.15916021168231964,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(16,);learning_rate_init=0.003",5,0.04901048541069031,0.22138311907345218,0.1471274197101593,789
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32,);learning_rate_init=0.001",1,0.08813410997390747,0.29687389574347467,0.21720632910728455,766
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32,);learning_rate_init=0.001",2,0.09962303936481476,0.31563117616106107,0.23251837491989136,640
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32,);learning_rate_init=0.001",3,0.08994744718074799,0.29991239917807333,0.22738219797611237,955
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32,);learning_rate_init=0.001",4,0.0739029049873352,0.2718508874131832,0.1967155784368515,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32,);learning_rate_init=0.001",5,0.12252426147460938,0.3500346575335211,0.2516096532344818,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32,);learning_rate_init=0.003",1,0.09526114910840988,0.30864404920297733,0.22622334957122803,225
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32,);learning_rate_init=0.003",2,0.09420325607061386,0.30692548944428494,0.2206282913684845,377
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32,);learning_rate_init=0.003",3,0.0913785770535469,0.30228889667592307,0.2288035750389099,447
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32,);learning_rate_init=0.003",4,0.07496859133243561,0.27380392862856373,0.19726386666297913,789
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32,);learning_rate_init=0.003",5,0.1086946353316307,0.32968869457661226,0.23381611704826355,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64,);learning_rate_init=0.001",1,0.07304660975933075,0.27027136318768724,0.1970045417547226,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64,);learning_rate_init=0.001",2,0.09833012521266937,0.313576346704705,0.22250348329544067,305
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64,);learning_rate_init=0.001",3,0.12516367435455322,0.3537847853632957,0.26470765471458435,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64,);learning_rate_init=0.001",4,0.07077883183956146,0.26604291353005716,0.19366523623466492,939
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64,);learning_rate_init=0.001",5,0.08339627832174301,0.2887841379330641,0.21622873842716217,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64,);learning_rate_init=0.003",1,0.07155168056488037,0.26749145886341935,0.1984422206878662,362
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64,);learning_rate_init=0.003",2,0.09400942176580429,0.30660955915594723,0.21711908280849457,174
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64,);learning_rate_init=0.003",3,0.13484416902065277,0.3672113410839224,0.2694082260131836,674
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64,);learning_rate_init=0.003",4,0.07056096196174622,0.2656331341563891,0.1921343058347702,255
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(64,);learning_rate_init=0.003",5,0.07807929068803787,0.2794267179208851,0.20835615694522858,614
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",1,0.06550867110490799,0.25594661768600885,0.1776942014694214,1000
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",2,0.07923848927021027,0.28149332011649986,0.2124020904302597,655
structured10+kobert_pca32,MLP,"activation=relu;alpha=0.01;hidden_layer_sizes=(32, 16);learning_rate_init=0.001",3,0.11915615946054459,0.3451900338372251,0.2541438639163971,511
