lecture_id,text_review_count,text_positive_count,text_negative_count,text_neutral_count,text_assignment_tfidf,text_exam_tfidf,text_teamwork_tfidf,text_attendance_tfidf,text_grading_tfidf,text_teaching_tfidf,text_assignment_positive_tfidf,text_exam_positive_tfidf,text_teamwork_positive_tfidf,text_attendance_positive_tfidf,text_grading_positive_tfidf,text_teaching_positive_tfidf,text_assignment_negative_tfidf,text_exam_negative_tfidf,text_teamwork_negative_tfidf,text_attendance_negative_tfidf,text_grading_negative_tfidf,text_teaching_negative_tfidf,text_positive_ratio,text_negative_ratio,text_neutral_ratio
1856244,20,18,1,1,0.064408,0.016625,0.0,0.0,0.0,0.059843,0.091982,0.016625,0.0,0.0,0.0,0.059843,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.05
1856276,20,14,1,5,0.074515,0.200943,0.0,0.0,0.16644,0.034285,0.030661,0.188766,0.0,0.0,0.134548,0.034285,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.05,0.25
1856288,20,20,0,0,0.021469,0.103035,0.0,0.0,0.0,0.0,0.030661,0.103035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1856407,20,20,0,0,0.042938,0.204492,0.012193,0.0,0.12915,0.058714,0.061321,0.204492,0.055398,0.0,0.12915,0.058714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1927856,16,8,1,7,0.258946,0.083643,0.027512,0.0,0.087796,0.042257,0.267773,0.047639,0.0625,0.0,0.039865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0625,0.4375
1937034,20,20,0,0,0.121564,0.064044,0.088039,0.068862,0.135075,0.0,0.173609,0.064044,0.4,0.158094,0.135075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1937036,20,16,0,4,0.0,0.028684,0.056212,0.034431,0.289138,0.0,0.0,0.028684,0.205398,0.079047,0.224827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2
1937037,20,19,0,1,0.021469,0.0,0.036578,0.034431,0.070763,0.0,0.030661,0.0,0.166193,0.079047,0.070763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
1937066,20,19,0,1,0.042938,0.084755,0.0,0.0,0.151328,0.026038,0.061321,0.084755,0.0,0.0,0.119436,0.026038,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
1937067,20,16,1,3,0.219464,0.178678,0.0,0.0,0.233747,0.0,0.227848,0.073067,0.0,0.0,0.201855,0.0,0.0,0.0,0.0,0.0,0.098911,0.0,0.8,0.05,0.15
1937082,20,17,2,1,0.042938,0.165795,0.0,0.0,0.170763,0.046587,0.061321,0.165795,0.0,0.0,0.170763,0.046587,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.1,0.05
1937117,20,19,0,1,0.257631,0.213022,0.011005,0.0,0.141527,0.102854,0.337268,0.184925,0.05,0.0,0.141527,0.102854,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
1937125,20,17,0,3,0.131294,0.126851,0.036578,0.0,0.198859,0.0,0.187505,0.126851,0.110795,0.0,0.198859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.15
1937127,20,7,8,5,0.085877,0.294609,0.024386,0.0,0.032419,0.0,0.061321,0.119616,0.110795,0.0,0.0,0.0,0.05,0.503725,0.0,0.0,0.100545,0.0,0.35,0.4,0.25
1937129,20,15,0,5,0.221037,0.24603,0.0,0.044344,0.135602,0.033805,0.225477,0.132229,0.0,0.101806,0.064838,0.033805,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25
1937143,20,15,2,3,0.116199,0.299872,0.0,0.0,0.064312,0.026038,0.165947,0.267569,0.0,0.0,0.064312,0.026038,0.0,0.050246,0.0,0.0,0.0,0.0,0.75,0.1,0.15
1937144,20,11,2,7,0.021469,0.123141,0.0,0.034431,0.064312,0.078113,0.030661,0.057244,0.0,0.079047,0.032419,0.026038,0.0,0.067748,0.0,0.0,0.098911,0.092154,0.55,0.1,0.35
1937146,18,8,5,5,0.184744,0.331476,0.166667,0.130737,0.220955,0.19057,0.034067,0.097709,0.168276,0.212318,0.071457,0.117955,0.105305,0.403192,0.055556,0.152459,0.219802,0.128501,0.444444,0.277778,0.277778
1937178,20,15,3,2,0.446874,0.367178,0.0,0.034431,0.167494,0.026038,0.562436,0.330645,0.0,0.079047,0.135075,0.0,0.0,0.0,0.0,0.0,0.0,0.092154,0.75,0.15,0.1
1937179,20,18,0,2,0.261996,0.0604,0.0,0.0,0.159989,0.156225,0.343503,0.0604,0.0,0.0,0.095677,0.130188,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
1937180,20,10,3,7,0.236162,0.099459,0.0,0.0,0.152656,0.060322,0.214625,0.059771,0.0,0.0,0.064312,0.034285,0.025,0.050246,0.0,0.0,0.27399,0.0,0.5,0.15,0.35
1937215,20,15,1,4,0.064408,0.159928,0.0,0.044344,0.103182,0.059843,0.091982,0.159928,0.0,0.101806,0.103182,0.059843,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.05,0.2
1937249,20,20,0,0,0.155997,0.016625,0.0,0.0,0.055124,0.0,0.222783,0.016625,0.0,0.0,0.055124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1937258,20,20,0,0,0.021469,0.028684,0.0,0.0,0.147451,0.0,0.030661,0.028684,0.0,0.0,0.147451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1937261,20,20,0,0,0.171754,0.20806,0.0,0.0,0.231805,0.117428,0.245286,0.20806,0.0,0.0,0.231805,0.117428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1937302,7,6,0,1,0.0,0.0,0.0,0.0,0.091121,0.0,0.0,0.0,0.0,0.0,0.091121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857143,0.0,0.142857
1937306,8,6,1,1,0.0,0.121778,0.0,0.0,0.125,0.0,0.0,0.121778,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.125,0.125
1937308,20,4,7,9,0.1646,0.107421,0.088039,0.0,0.064312,0.069123,0.0,0.016625,0.0,0.0,0.0,0.035318,0.0,0.06073,0.011005,0.0,0.0,0.0,0.2,0.35,0.45
1937322,20,20,0,0,0.124328,0.058822,0.0,0.0,0.0,0.163993,0.177556,0.058822,0.0,0.0,0.0,0.163993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1937335,1,0,1,0,0.858769,0.243555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.889667,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1937430,15,2,13,0,0.057251,0.038404,0.0,0.0,0.127569,0.079791,0.040881,0.0,0.0,0.0,0.0,0.0,0.033333,0.140284,0.0,0.0,0.395643,0.282401,0.133333,0.866667,0.0
1937454,20,15,2,3,0.306913,0.16929,0.154165,0.068862,0.096731,0.046587,0.272364,0.157112,0.489648,0.0,0.064838,0.046587,0.03677,0.044483,0.023198,0.0,0.0,0.0,0.75,0.1,0.15
1937524,20,20,0,0,0.282619,0.110102,0.0,0.034431,0.063785,0.0,0.403615,0.110102,0.0,0.079047,0.063785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009670,16,7,5,4,0.400037,0.175758,0.084021,0.0,0.120913,0.092453,0.341348,0.071126,0.381747,0.0,0.080389,0.092453,0.15625,0.382204,0.0,0.0,0.125681,0.0,0.4375,0.3125,0.25
2009679,20,18,1,1,0.021469,0.053159,0.0,0.0,0.0,0.026038,0.0,0.053159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.05
2009720,21,16,2,3,0.040894,0.21446,0.0,0.0,0.121495,0.063316,0.058401,0.085282,0.0,0.0,0.091121,0.063316,0.0,0.407342,0.0,0.0,0.094201,0.0,0.761905,0.095238,0.142857
2009739,20,20,0,0,0.064408,0.036533,0.0,0.137724,0.097257,0.052075,0.091982,0.036533,0.0,0.316188,0.097257,0.052075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009767,18,18,0,0,0.063507,0.123776,0.073365,0.110708,0.107478,0.0,0.090696,0.123776,0.333333,0.254164,0.107478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009857,20,20,0,0,0.064408,0.040275,0.023198,0.0,0.038344,0.052075,0.091982,0.040275,0.105398,0.0,0.038344,0.052075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009908,17,12,1,4,0.0,0.0,0.123933,0.0,0.224086,0.0,0.0,0.0,0.267263,0.0,0.075041,0.0,0.0,0.0,0.032555,0.0,0.0,0.0,0.705882,0.058824,0.235294
2010023,20,18,0,2,0.064408,0.013755,0.0,0.0,0.032419,0.0,0.091982,0.0,0.0,0.0,0.032419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
2010024,20,17,0,3,0.117077,0.156902,0.031793,0.103293,0.166967,0.034285,0.1672,0.156902,0.144452,0.237141,0.134548,0.034285,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.15
2010032,20,20,0,0,0.128815,0.012178,0.0,0.0,0.0,0.052075,0.183964,0.012178,0.0,0.0,0.0,0.052075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010037,20,20,0,0,0.085877,0.172993,0.0,0.421429,0.165032,0.0,0.122643,0.172993,0.0,0.967521,0.165032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010043,20,16,1,3,0.131294,0.066208,0.073601,0.0,0.135602,0.144598,0.187505,0.054031,0.284402,0.0,0.103182,0.10928,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.05,0.15
2010058,20,19,0,1,0.042938,0.1501,0.0,0.044344,0.146731,0.065715,0.061321,0.1501,0.0,0.101806,0.146731,0.065715,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
2010106,20,15,3,2,0.042938,0.265452,0.044019,0.0,0.0,0.033805,0.061321,0.253274,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119647,0.75,0.15,0.1
2086869,20,9,6,5,0.042938,0.012178,0.02201,0.0,0.12915,0.072354,0.061321,0.0,0.0,0.0,0.032419,0.032677,0.0,0.0,0.011005,0.0,0.100545,0.0,0.45,0.3,0.25
2086870,20,16,2,2,0.042938,0.054031,0.0,0.172155,0.102656,0.0,0.030661,0.025933,0.0,0.237141,0.070763,0.0,0.0,0.052389,0.0,0.274427,0.0,0.0,0.8,0.1,0.1
2086871,5,4,0,1,0.257631,0.147568,0.0,0.0,0.0,0.158711,0.367929,0.147568,0.0,0.0,0.0,0.158711,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2
2086874,12,1,9,2,0.909887,0.022926,0.055024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859721,0.083744,0.036683,0.0,0.0,0.0,0.083333,0.75,0.166667
2086876,20,20,0,0,0.141309,0.084656,0.019765,0.034431,0.166967,0.0,0.201808,0.084656,0.089802,0.079047,0.166967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086877,20,14,2,4,0.042938,0.0973,0.011005,0.068862,0.334548,0.026038,0.0,0.04865,0.05,0.079047,0.120236,0.026038,0.025,0.088967,0.0,0.137214,0.40905,0.0,0.7,0.1,0.2
2086880,20,13,0,7,0.042938,0.072939,0.074273,0.049637,0.127569,0.032677,0.061321,0.072939,0.218727,0.113957,0.095677,0.032677,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.35
2086881,20,20,0,0,0.064408,0.075417,0.011005,0.068862,0.070763,0.033805,0.091982,0.075417,0.05,0.158094,0.070763,0.033805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086883,9,9,0,0,0.235759,0.138814,0.0,0.0,0.0,0.0,0.336694,0.138814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086884,20,8,6,6,0.021469,0.29194,0.070151,0.354222,0.193461,0.067611,0.0,0.130839,0.1,0.158094,0.032419,0.067611,0.025,0.455024,0.048141,1.0,0.499455,0.0,0.4,0.3,0.3
2086885,20,17,2,1,0.064408,0.100794,0.0,0.0,0.064312,0.0,0.061321,0.070413,0.0,0.0,0.064312,0.0,0.025,0.110976,0.0,0.0,0.0,0.0,0.85,0.1,0.05
2086887,20,20,0,0,0.346311,0.108648,0.0,0.0,0.179871,0.0,0.494576,0.108648,0.0,0.0,0.179871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086888,20,15,4,1,0.021469,0.030725,0.015127,0.0,0.128096,0.0,0.030661,0.012178,0.068727,0.0,0.096204,0.0,0.0,0.067748,0.0,0.0,0.098911,0.0,0.75,0.2,0.05
2086889,20,14,3,3,0.064408,0.087868,0.060334,0.034431,0.12915,0.066482,0.030661,0.061348,0.168727,0.0,0.031892,0.066482,0.025,0.0,0.0,0.0,0.100545,0.0,0.7,0.15,0.15
2086890,20,3,13,4,0.160015,0.0,0.091775,0.0,0.128623,0.0,0.081626,0.0,0.0,0.0,0.063785,0.0,0.069774,0.0,0.076648,0.0,0.100545,0.0,0.15,0.65,0.2
2086891,20,20,0,0,0.021469,0.107776,0.077034,0.128775,0.102129,0.0,0.030661,0.107776,0.35,0.295643,0.102129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086894,20,18,1,1,0.042938,0.040275,0.0,0.044344,0.064838,0.026038,0.061321,0.040275,0.0,0.101806,0.064838,0.026038,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.05
2086895,14,14,0,0,0.050982,0.091492,0.0,0.0,0.091121,0.0,0.072808,0.091492,0.0,0.0,0.091121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086896,20,4,11,5,0.106349,0.052453,0.011005,0.0,0.32959,0.103408,0.0,0.014342,0.0,0.0,0.070763,0.0,0.123839,0.139213,0.011005,0.0,0.703812,0.244647,0.2,0.55,0.25
2086897,20,19,0,1,0.053046,0.041266,0.096282,0.05,0.173419,0.0,0.075756,0.041266,0.318727,0.114791,0.173419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
2086898,20,5,12,3,0.021469,0.14419,0.011005,0.0,0.038344,0.035318,0.030661,0.012178,0.0,0.0,0.0,0.0,0.0,0.290617,0.011005,0.0,0.0,0.0,0.25,0.6,0.15
2086901,20,20,0,0,0.064408,0.124687,0.011005,0.0,0.064312,0.066482,0.091982,0.124687,0.05,0.0,0.064312,0.066482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086902,20,15,3,2,0.021469,0.056658,0.044019,0.0,0.097257,0.034285,0.030661,0.04448,0.2,0.0,0.064838,0.0,0.0,0.0,0.0,0.0,0.0,0.121343,0.75,0.15,0.1
2086904,20,3,13,4,0.021469,0.012178,0.015127,0.0,0.096731,0.0,0.0,0.012178,0.0,0.0,0.064312,0.0,0.025,0.0,0.015127,0.0,0.100545,0.0,0.15,0.65,0.2
2086905,20,17,2,1,0.064408,0.042439,0.026131,0.0,0.097257,0.0,0.091982,0.042439,0.118727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201089,0.0,0.85,0.1,0.05
2086906,20,13,4,3,0.081389,0.0,0.06739,0.0,0.275548,0.0,0.085573,0.0,0.306182,0.0,0.205311,0.0,0.0,0.0,0.0,0.0,0.098911,0.0,0.65,0.2,0.15
2086908,20,15,1,4,0.021469,0.060889,0.02201,0.034431,0.070236,0.068569,0.030661,0.048711,0.1,0.0,0.038344,0.0,0.0,0.0,0.0,0.0,0.098911,0.0,0.75,0.05,0.2
2086910,20,20,0,0,0.143033,0.239117,0.0,0.099637,0.161569,0.052075,0.204269,0.239117,0.0,0.228748,0.161569,0.052075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086911,20,8,9,3,0.128815,0.094892,0.0,0.0,0.161569,0.035318,0.091982,0.094892,0.0,0.0,0.096731,0.035318,0.05,0.0,0.0,0.0,0.201089,0.0,0.4,0.45,0.15
2086912,20,19,0,1,0.171754,0.247557,0.125936,0.0,0.126688,0.0,0.214625,0.247557,0.572187,0.0,0.126688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
2086913,20,11,5,4,0.064408,0.085989,0.217639,0.0,0.198333,0.120165,0.061321,0.058478,0.854431,0.0,0.095677,0.06809,0.025,0.050246,0.017388,0.0,0.199455,0.184308,0.55,0.25,0.2
2086914,20,9,3,8,0.064408,0.199798,0.0,0.0,0.102656,0.0,0.061321,0.135168,0.0,0.0,0.102656,0.0,0.0,0.044483,0.0,0.0,0.0,0.0,0.45,0.15,0.4
2086916,4,0,2,2,0.214692,0.232937,0.0,0.0,0.0,0.169027,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.850879,0.0,0.0,0.0,0.598233,0.0,0.5,0.5
2086919,20,20,0,0,0.106349,0.2146,0.055024,0.068862,0.096731,0.079356,0.15188,0.2146,0.25,0.158094,0.096731,0.079356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086920,20,20,0,0,0.184248,0.103328,0.077034,0.0,0.064312,0.138172,0.263129,0.103328,0.35,0.0,0.064312,0.138172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086922,20,15,3,2,0.149219,0.025933,0.060334,0.068862,0.141,0.026038,0.076026,0.025933,0.1,0.079047,0.108581,0.026038,0.025,0.0,0.023198,0.0,0.100545,0.0,0.75,0.15,0.1
2086924,20,16,1,3,0.0,0.075447,0.04538,0.049637,0.070236,0.032677,0.0,0.075447,0.137455,0.113957,0.038344,0.032677,0.0,0.0,0.015127,0.0,0.0,0.0,0.8,0.05,0.15
2086925,20,16,1,3,0.042938,0.129267,0.02201,0.054848,0.031892,0.080872,0.061321,0.110721,0.1,0.125921,0.031892,0.080872,0.0,0.067748,0.0,0.0,0.0,0.0,0.8,0.05,0.15
2086929,20,19,0,1,0.064408,0.158347,0.012193,0.0,0.0,0.0,0.091982,0.158347,0.055398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
2086931,20,20,0,0,0.157251,0.078973,0.0,0.049637,0.205311,0.032677,0.224574,0.078973,0.0,0.113957,0.205311,0.032677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086933,20,17,1,2,0.0,0.040862,0.110048,0.2171,0.173419,0.026038,0.0,0.040862,0.5,0.498421,0.173419,0.0,0.0,0.0,0.0,0.0,0.0,0.092154,0.85,0.05,0.1
2086935,20,17,1,2,0.0,0.085585,0.011005,0.0,0.102129,0.034285,0.0,0.085585,0.05,0.0,0.102129,0.034285,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.05,0.1
2086940,20,8,7,5,0.021469,0.0,0.024386,0.0,0.064312,0.0,0.0,0.0,0.055398,0.0,0.0,0.0,0.025,0.0,0.012193,0.0,0.199455,0.0,0.4,0.35,0.25
2086956,20,19,0,1,0.064408,0.109052,0.0,0.048802,0.070236,0.026038,0.091982,0.109052,0.0,0.112039,0.070236,0.026038,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
2086961,20,18,0,2,0.085877,0.195304,0.012193,0.068862,0.064838,0.084752,0.122643,0.183126,0.055398,0.158094,0.064838,0.084752,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
2086975,15,8,4,3,0.344135,0.0,0.014673,0.0,0.128974,0.0,0.345034,0.0,0.066667,0.0,0.043226,0.0,0.059699,0.0,0.0,0.0,0.0,0.0,0.533333,0.266667,0.2
2086979,20,17,1,2,0.0,0.153806,0.048141,0.0,0.102656,0.0,0.0,0.130438,0.168727,0.0,0.038344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.05,0.1
2086981,20,17,1,2,0.347343,0.184005,0.0,0.068862,0.032419,0.065715,0.496049,0.184005,0.0,0.158094,0.032419,0.065715,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.05,0.1
2086986,20,20,0,0,0.100095,0.129381,0.0,0.068862,0.180485,0.052075,0.142948,0.129381,0.0,0.158094,0.180485,0.052075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086987,20,20,0,0,0.035687,0.213102,0.0,0.0,0.095677,0.0,0.050966,0.213102,0.0,0.0,0.095677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2086995,16,11,1,4,0.191426,0.173637,0.089572,0.0,0.039865,0.0,0.133021,0.123293,0.321058,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.6875,0.0625,0.25
2086998,20,17,2,1,0.0,0.270275,0.0,0.0,0.294797,0.032677,0.0,0.219426,0.0,0.0,0.231012,0.032677,0.0,0.185743,0.0,0.0,0.197822,0.0,0.85,0.1,0.05
2086999,20,20,0,0,0.116199,0.287782,0.0,0.0,0.211763,0.026038,0.165947,0.287782,0.0,0.0,0.211763,0.026038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2087005,20,20,0,0,0.05992,0.129721,0.0,0.0,0.223773,0.0,0.085573,0.129721,0.0,0.0,0.223773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2087040,15,1,6,8,0.203685,0.111068,0.044444,0.0,0.179397,0.088643,0.067954,0.0,0.0,0.0,0.0,0.0,0.126366,0.059311,0.0,0.0,0.0,0.0,0.066667,0.4,0.533333
2087072,17,15,0,2,0.12629,0.088762,0.0,0.0,0.195812,0.030632,0.108214,0.088762,0.0,0.0,0.195812,0.030632,0.0,0.0,0.0,0.0,0.0,0.0,0.882353,0.0,0.117647
2087081,20,17,0,3,0.021469,0.183937,0.033014,0.0,0.12915,0.034285,0.030661,0.183937,0.15,0.0,0.12915,0.034285,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.15
2087092,20,14,1,5,0.18946,0.087987,0.0,0.0,0.063785,0.035318,0.135286,0.042559,0.0,0.0,0.063785,0.035318,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.05,0.25
2087095,20,20,0,0,0.042938,0.063983,0.0,0.103293,0.031892,0.026038,0.061321,0.063983,0.0,0.237141,0.031892,0.026038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2087097,20,18,1,1,0.0,0.024356,0.0,0.0,0.0,0.0,0.0,0.024356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.05
2087098,20,19,0,1,0.128815,0.152383,0.0,0.034431,0.127569,0.033805,0.183964,0.152383,0.0,0.079047,0.127569,0.033805,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
2087120,4,0,3,1,0.0,0.14342,0.098825,0.0,0.435084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494554,0.0,0.0,0.75,0.25
2087121,20,12,3,5,0.231203,0.14304,0.017388,0.0,0.134548,0.110789,0.156577,0.078691,0.079004,0.0,0.096204,0.052075,0.066556,0.08536,0.0,0.0,0.11892,0.092154,0.6,0.15,0.25
2087127,20,20,0,0,0.181861,0.113902,0.0,0.0,0.102129,0.052075,0.259721,0.113902,0.0,0.0,0.102129,0.052075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2087142,20,20,0,0,0.063411,0.08342,0.0,0.0,0.038344,0.0,0.090559,0.08342,0.0,0.0,0.038344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2087144,20,19,0,1,0.042938,0.097057,0.0,0.0,0.096204,0.032677,0.061321,0.097057,0.0,0.0,0.064312,0.032677,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
2087149,1,1,0,0,0.0,0.243555,0.0,0.0,0.0,0.0,0.0,0.243555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2087152,20,20,0,0,0.05992,0.087409,0.0,0.0,0.070763,0.032677,0.085573,0.087409,0.0,0.0,0.070763,0.032677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2087184,5,5,0,0,0.085877,0.170234,0.09279,0.0,0.280946,0.0,0.122643,0.170234,0.42159,0.0,0.280946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2087213,20,18,0,2,0.170757,0.073067,0.012193,0.0,0.0,0.026038,0.243862,0.073067,0.055398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
2087214,8,4,1,3,0.375712,0.030444,0.0,0.11086,0.191721,0.150805,0.076652,0.030444,0.0,0.0,0.191721,0.0,0.1875,0.0,0.0,0.441797,0.0,0.533742,0.5,0.125,0.375
2087216,20,9,4,7,0.245892,0.228204,0.012193,0.0,0.0,0.060322,0.259182,0.119838,0.0,0.0,0.0,0.0,0.05,0.104778,0.0,0.0,0.0,0.0,0.45,0.2,0.35
2087230,20,19,0,1,0.187481,0.13671,0.0,0.0,0.128623,0.058714,0.267746,0.13671,0.0,0.0,0.128623,0.058714,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
2087304,16,15,1,0,0.29271,0.015222,0.096292,0.0,0.081048,0.044147,0.3797,0.015222,0.4375,0.0,0.081048,0.044147,0.03125,0.0,0.0,0.0,0.0,0.0,0.9375,0.0625,0.0
2087310,20,18,0,2,0.021469,0.089977,0.011005,0.0,0.096204,0.032677,0.030661,0.076222,0.05,0.0,0.096204,0.032677,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1
2087318,20,19,0,1,0.042938,0.144526,0.0,0.153293,0.097257,0.026038,0.061321,0.132348,0.0,0.351932,0.097257,0.026038,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
2087320,20,19,1,0,0.29806,0.081541,0.061005,0.089279,0.179344,0.0,0.380572,0.081541,0.277173,0.079047,0.179344,0.0,0.03677,0.0,0.0,0.21858,0.0,0.0,0.95,0.05,0.0
2087333,18,16,1,1,0.356427,0.211727,0.241616,0.049271,0.114647,0.0,0.390781,0.127036,0.666902,0.113117,0.042605,0.0,0.0,0.0,0.013548,0.0,0.0,0.0,0.888889,0.055556,0.055556
2087444,20,19,0,1,0.0,0.189391,0.0,0.0,0.109107,0.0,0.0,0.177213,0.0,0.0,0.109107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
2087530,20,20,0,0,0.021469,0.013755,0.0,0.0,0.223247,0.0,0.030661,0.013755,0.0,0.0,0.223247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2087531,20,20,0,0,0.0,0.025933,0.0,0.0,0.223247,0.0,0.0,0.025933,0.0,0.0,0.223247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2168579,20,20,0,0,0.190714,0.036472,0.103165,0.049637,0.097257,0.0,0.272364,0.036472,0.468727,0.113957,0.097257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2168580,20,19,0,1,0.116199,0.028684,0.0,0.0,0.0,0.034285,0.165947,0.028684,0.0,0.0,0.0,0.034285,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05
